ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige,glace,autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique.1;Temps passé 1.1;Temps présent.1;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee,index
7149;2014-08-19T05:00:00+02:00;101310.0;-40.0;7.0;250.0;3.6;282.05;280.85;92.0;30000.0;2.0;1.0;1.0;0.0;;;;;;100220.0;;;;;;;;;;;;4.6;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1105.0;3100.0;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En baisse;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel,ou moins,2026
7149;2014-08-20T17:00:00+02:00;101700.0;-50.0;6.0;300.0;6.7;290.95;280.65;51.0;45000.0;0.0;;;90.0;;1750.0;;;;100640.0;;;;;;;;;;;;9.8;-10.0;;0.0;;;0.0;0.0;;;;710.0;1110.0;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,2027
7149;2014-08-21T02:00:00+02:00;102010.0;70.0;1.0;280.0;1.5;281.05;278.85;86.0;30000.0;2.0;1.0;1.0;0.0;;;;;;100910.0;;;;;;;;;;;;2.1;-10.0;;;0.0;-60.0;0.0;0.0;0.0;;;710.0;1102.0;3100.0;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,2028
7149;2014-08-21T23:00:00+02:00;101670.0;30.0;3.0;250.0;1.0;286.05;280.05;67.0;35000.0;2.0;1.0;1.0;75.0;6.0;3500.0;30.0;23.0;10.0;100590.0;;;;;;;;;;;;2.6;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1103.0;3100.0;;6.0;3.0;2400.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2029
7149;2014-08-22T11:00:00+02:00;101530.0;40.0;2.0;250.0;5.7;290.75;282.15;57.0;35000.0;2.0;1.0;1.0;50.0;2.0;1250.0;38.0;20.0;11.0;100470.0;;;;;;;;;;;;9.3;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1109.0;3100.0;;1.0;8.0;1050.0;3.0;0.0;5700.0;;;;;;;48.716833,2.384333;ORLY;En hausse;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel,ou moins,2030
7149;2014-08-28T17:00:00+02:00;101500.0;20.0;1.0;240.0;7.2;294.35;288.45;69.0;30000.0;3.0;6.0;1.0;90.0;7.0;800.0;38.0;61.0;60.0;100450.0;;;;;;;;;;;;11.3;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1111.0;3100.0;;2.0;8.0;630.0;5.0;6.0;780.0;7.0;6.0;1200.0;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,2031
7149;2014-08-29T14:00:00+02:00;101820.0;10.0;1.0;270.0;4.6;294.55;285.15;55.0;30000.0;2.0;1.0;1.0;90.0;5.0;1250.0;31.0;20.0;11.0;100770.0;;;;;;;;;;;;7.2;-10.0;;;0.0;-60.0;0.0;0.0;0.0;;;710.0;1107.0;3100.0;;5.0;8.0;990.0;6.0;0.0;7800.0;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,2032
7149;2014-08-02T11:00:00+02:00;100750.0;50.0;3.0;220.0;4.1;291.75;287.25;75.0;20000.0;2.0;1.0;1.0;90.0;2.0;450.0;31.0;28.0;12.0;99700.0;;;;;;;;;;;;8.2;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1108.0;3100.0;;2.0;8.0;570.0;3.0;3.0;3900.0;6.0;0.0;6900.0;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2033
7149;2014-07-21T23:00:00+02:00;101910.0;140.0;3.0;350.0;6.7;294.55;288.85;70.0;25000.0;2.0;1.0;1.0;75.0;4.0;800.0;38.0;20.0;11.0;100860.0;;;;;;;;;;;;10.8;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1111.0;3100.0;;2.0;8.0;810.0;3.0;6.0;1290.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2034
7149;2014-08-09T05:00:00+02:00;100980.0;400.0;3.0;270.0;5.1;288.65;286.45;87.0;22000.0;21.0;6.0;1.0;40.0;3.0;450.0;31.0;20.0;10.0;99920.0;;;;;;;;;;;;9.3;-10.0;;;0.0;-30.0;0.0;1.0;;;;710.0;1109.0;3100.0;;3.0;8.0;510.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2035
