ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige,glace,autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique.1;Temps passé 1.1;Temps présent.1;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee,index
7149;2019-07-28T02:00:00+02:00;100630.0;-10.0;8.0;300.0;3.2;290.45;285.95;75.0;30000.0;1.0;1.0;1.0;40.0;3.0;2250.0;35.0;20.0;10.0;99580.0;;;-270.0;;;;;;;;4.8;8.4;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;5.8;;;;;3.0;6.0;2460.0;;;;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,15029
7149;2019-07-28T11:00:00+02:00;100770.0;70.0;1.0;300.0;5.2;293.15;287.25;69.0;15000.0;1.0;2.0;2.0;90.0;7.0;800.0;38.0;;;99730.0;;;60.0;;;;;;;;8.8;10.5;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;-0.1;;;;;5.0;8.0;690.0;6.0;6.0;960.0;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,15030
7149;2019-07-29T02:00:00+02:00;101140.0;60.0;1.0;290.0;1.3;288.65;283.45;71.0;25000.0;1.0;0.0;0.0;0.0;0.0;;30.0;20.0;10.0;100080.0;;;500.0;;;;;;;;1.5;2.2;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,15031
7149;2019-07-29T14:00:00+02:00;101060.0;-120.0;8.0;150.0;3.5;299.45;281.85;33.0;35000.0;1.0;0.0;0.0;10.0;1.0;1750.0;31.0;20.0;10.0;100030.0;;;270.0;;;;;;;;7.6;9.4;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8.0;1900.0;;;;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,15032
7149;2019-07-30T08:00:00+02:00;101270.0;90.0;3.0;200.0;3.5;290.95;286.45;75.0;19590.0;0.0;0.0;0.0;;1.0;450.0;;;;100210.0;;;50.0;290.15;;300.85;;;;;6.7;6.7;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;420.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,15033
7149;2019-07-31T05:00:00+02:00;101740.0;80.0;3.0;220.0;3.2;289.15;285.35;78.0;30000.0;3.0;2.0;2.0;90.0;7.0;1250.0;35.0;;;100670.0;;;550.0;;;;;;;;4.8;5.7;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;-0.1;;;;;5.0;6.0;1200.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,15034
7149;2019-08-03T17:00:00+02:00;101750.0;-100.0;7.0;60.0;2.4;298.05;286.25;48.0;25000.0;1.0;2.0;2.0;90.0;1.0;1250.0;31.0;20.0;12.0;100710.0;;;80.0;;;;;;;;6.0;7.3;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8.0;1350.0;7.0;0.0;7200.0;;;;;;;48.716833,2.384333;ORLY;En baisse;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble,nuages se dissipant ou devenant moins épais;24.900000000000038;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;8,15035
7149;2019-08-03T20:00:00+02:00;101670.0;-80.0;8.0;50.0;2.8;297.15;285.75;49.0;30000.0;1.0;2.0;2.0;90.0;1.0;1750.0;35.0;20.0;12.0;100630.0;;;50.0;289.35;;298.55;;;;;4.2;5.2;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6.0;1600.0;7.0;0.0;8000.0;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,15036
7149;2019-08-07T20:00:00+02:00;101000.0;50.0;2.0;260.0;4.6;297.95;283.45;40.0;30000.0;1.0;0.0;0.0;10.0;1.0;1750.0;31.0;20.0;10.0;99970.0;;;-20.0;290.85;;299.35;;;;;7.2;9.0;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8.0;1800.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble,nuages se dissipant ou devenant moins épais;24.80000000000001;17.700000000000045;;26.200000000000045;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;8,15037
7149;2019-08-10T14:00:00+02:00;101520.0;10.0;0.0;220.0;8.8;297.35;285.65;48.0;6450.0;1.0;0.0;0.0;40.0;3.0;1250.0;32.0;20.0;11.0;100480.0;;;820.0;;;;;;;;15.6;16.3;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;25.7;;;;;3.0;8.0;1400.0;1.0;0.0;7500.0;;;;;;;48.716833,2.384333;ORLY;En hausse,puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble,15038
