ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige,glace,autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique.1;Temps passé 1.1;Temps présent.1;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee,index
7149;2022-06-21T08:00:00+02:00;101210.0;-180.0;5.0;30.0;3.9;289.05;286.85;87.0;15470.0;1.0;1.0;1.0;50.0;1.0;450.0;35.0;23.0;12.0;100150.0;;;-160.0;287.65;;294.85;;;;;6.2;6.2;-10.0;1.0;0.0;0.0;-60.0;0.0;1.6;1.6;1.6;1.6;;;;;1.0;6.0;410.0;3.0;3.0;3400.0;2.0;0.0;7800.0;;;;48.716833,2.384333;ORLY;En baisse,puis en hausse,24020
7149;2022-04-29T17:00:00+02:00;102540.0;-110.0;8.0;10.0;5.5;292.75;279.45;42.0;25000.0;3.0;0.0;0.0;10.0;1.0;1750.0;31.0;20.0;12.0;101470.0;;;-10.0;;;;;;;;10.0;10.0;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8.0;1800.0;1.0;0.0;7500.0;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,24021
7149;2022-05-05T20:00:00+02:00;102380.0;60.0;3.0;340.0;5.5;290.75;280.45;51.0;21720.0;2.0;0.0;0.0;25.0;2.0;1750.0;38.0;20.0;10.0;101310.0;;;470.0;283.85;;292.65;;;;;8.6;9.4;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;-0.1;;;;;2.0;8.0;1500.0;1.0;6.0;1640.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,24022
7149;2022-03-29T05:00:00+02:00;101200.0;-260.0;8.0;360.0;1.8;285.65;275.25;49.0;12070.0;3.0;2.0;2.0;90.0;7.0;3000.0;30.0;23.0;;100120.0;;;-1280.0;;;;;;;;2.7;4.0;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;7.0;3.0;3000.0;;;;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,24023
7149;2022-03-11T13:00:00+01:00;101000.0;20.0;3.0;170.0;6.1;285.25;280.15;71.0;25000.0;60.0;;6.0;100.0;4.0;1250.0;35.0;23.0;;99920.0;;;-980.0;;;;;;;;11.5;11.5;-10.0;1.0;0.0;0.0;-60.0;0.4;0.4;0.4;0.4;0.4;;;;;4.0;6.0;1470.0;8.0;3.0;2200.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,24024
7149;2022-05-12T02:00:00+02:00;101780.0;170.0;2.0;310.0;3.3;288.85;284.65;76.0;41580.0;0.0;;;;3.0;800.0;;;;100710.0;;;230.0;;;;;;;;5.8;9.5;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;3.0;;930.0;3.0;;1170.0;;;;;;;48.716833,2.384333;ORLY;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.700000000000044;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;5,"",24025
7149;2022-06-06T17:00:00+02:00;101730.0;-70.0;6.0;250.0;5.2;294.05;281.95;46.0;4580.0;3.0;2.0;2.0;90.0;3.0;1750.0;38.0;20.0;12.0;100680.0;;;120.0;;;;;;;;8.7;11.7;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;-0.1;;;;;1.0;8.0;1550.0;3.0;6.0;2200.0;6.0;0.0;6000.0;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,24026
7149;2022-06-10T08:00:00+02:00;102310.0;70.0;3.0;170.0;1.6;289.65;285.65;77.0;23980.0;3.0;0.0;0.0;40.0;2.0;2250.0;35.0;23.0;10.0;101240.0;;;560.0;287.15;;292.85;;;;;2.8;3.0;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;6.0;2050.0;2.0;3.0;4500.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,24027
7149;2022-06-12T08:00:00+02:00;102510.0;20.0;2.0;20.0;3.3;289.65;283.25;66.0;30000.0;3.0;0.0;0.0;40.0;3.0;1750.0;35.0;20.0;10.0;101430.0;;;120.0;286.05;;298.95;;;;;4.8;6.7;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;3.0;6.0;1500.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;16.5;12.900000000000034;;25.80000000000001;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;6,"",24028
7149;2022-08-14T17:00:00+02:00;100690.0;-70.0;8.0;160.0;3.4;296.65;291.35;72.0;28750.0;2.0;6.0;2.0;90.0;3.0;800.0;38.0;23.0;;99660.0;;;-490.0;;;;;;;;5.6;6.4;-10.0;1.0;0.0;0.0;-30.0;-0.1;0.2;0.2;0.2;0.2;;;;;1.0;8.0;900.0;1.0;8.0;1200.0;7.0;3.0;4600.0;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,24029
